id	category	canonical	意味	ae	pr	dr	cc	freq	entries(menu:shortcut:panel:pref)	quality	scope	verdict	理由	bundle	depends	weight
296	clip_edit	Set Work Area In	ワークエリアイン点設定	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用済		B18		S
297	clip_edit	Set Work Area Out	ワークエリアアウト点設定	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用済		B18		S
298	clip_edit	Show All Video	全ビデオを表示	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B32		S
299	clip_edit	Show Current Clip With Handles	ハンドル付きで現在クリップ表示	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B40		S
300	clip_edit	Show Curve Editor	カーブエディタ表示	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B15	graph-editor	L
301	clip_edit	Show Next Screen	次画面表示	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定		B26		S
302	clip_edit	Show or hide Layer Switches and Modes columns	スイッチ/モード列表示切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B25		S
303	clip_edit	Show Previous Screen	前画面表示	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定		B26		S
304	clip_edit	Shy	シャイ切替	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B32		S
305	clip_edit	Slide Clip	クリップをスライド	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		不採用	trim family(slide)不採用 — 拘束1			
306	clip_edit	Slide Tool	スライドツール	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		不採用	trim family(slide)不採用 — 拘束1			
307	clip_edit	Slip Clip	クリップをスリップ	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		不採用	trim family(slip)不採用 — 拘束1			
308	clip_edit	Slip Eye	立体視の目をスリップ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	trim family(slip)+3D立体視 不採用 — 拘束1、裁定65(3D系不採用)			
309	clip_edit	Slip Opposite Eye Left	Option+Command+,	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	trim family(slip)+3D立体視 不採用 — 拘束1、裁定65(3D系不採用)			
310	clip_edit	Slip Opposite Eye Right	Option+Command+.	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	trim family(slip)+3D立体視 不採用 — 拘束1、裁定65(3D系不採用)			
311	clip_edit	Slip Playhead To	プレイヘッドへスリップ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	trim family(slip)不採用 — 拘束1			
312	clip_edit	Slip Tool	スリップツール	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		不採用	trim family(slip)不採用 — 拘束1			
313	clip_edit	Solid…	単色で置換	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済		B36		S
314	clip_edit	Solo	ソロ切替	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	LaneBarToggleSolo(shell/lib.rs)	B32		S
315	clip_edit	Source Clip/Source Tape	ソースクリップ/テープ切替	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B40		S
316	clip_edit	Split Screen	Option+Command+W	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B23		S
317	clip_edit	Split selected layers	選択レイヤーを分割	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B39		S
318	clip_edit	Swap Clips Towards Left	左隣クリップと入れ替え	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52		S
319	clip_edit	Swap Clips Towards Right	右隣クリップと入れ替え	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52		S
320	clip_edit	Synchronize > Clip End	クリップ末尾で同期	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定		B40		S
321	clip_edit	Synchronize > Clip Start	クリップ先頭で同期	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定		B40		S
322	clip_edit	Synchronize > Timecode	タイムコードで同期	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定		B40		S
323	clip_edit	Take Selector	テイクセレクタ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B40		S
324	clip_edit	Toggle Slip/Slide Mode	スリップ/スライド切替	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	trim family(slip/slide)不採用 — 拘束1			
325	clip_edit	Toggle V+A/V/A	映像+音声/映像/音声切替	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B32		S
326	clip_edit	Trim Edit	トリムモードに入る	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用済	clip_gesture.rs BarPart::EdgeIn/EdgeOut trim	B39		S
327	clip_edit	Trim Edit	トリムモード	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用済	clip_gesture.rs BarPart::EdgeIn/EdgeOut trim	B39		S
328	clip_edit	Trim End	終了点をトリム	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用済	clip_gesture.rs trimmed_out_end	B39		S
329	clip_edit	Trim End	Shift+]	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用済	clip_gesture.rs trimmed_out_end	B39		S
330	clip_edit	Trim In or Out point to current time	現在時刻でIn/Outをトリム	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B39		S
331	clip_edit	Trim Mode	トリムモード	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用済	clip_gesture.rs BarPart::EdgeIn/EdgeOut trim	B39		S
332	clip_edit	Trim Start	開始点をトリム	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用済	clip_gesture.rs trimmed_in_start	B39		S
333	clip_edit	Trim Start	Shift+[	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用済	clip_gesture.rs trimmed_in_start	B39		S
334	clip_edit	Trim to Selection	選択範囲にトリム	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B39		S
335	clip_edit	Trim tool	T	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用済	clip_gesture.rs BarPart Edge drag	B39		S
336	clip_edit	Trim/Step Multiframe Left	Shift+,	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B39		S
337	clip_edit	Trim/Step Multiframe Right	Shift+.	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B39		S
338	clip_edit	Turn off all other solo switches	他の全ソロを解除	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B32		S
339	clip_edit	Update All Clips	Option+Shift+U	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B52	track-project-structure	L
340	clip_edit	Update Selected Clips	Shift+Command+U	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B52	track-project-structure	L
341	clip_edit	With Layered Comp	レイヤー化コンポで置換	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B08		S
342	collab	Multiple User Collaboration	複数ワークステーション協調編集を有効化	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	Documentはsingle-writerアーキテクチャ(裁定2/46/48/107、undoは単一線形historyの時間移動)。リアルタイム複数ユーザー協調編集はCRDT/マージ機構を要し構造的に衝突する			
343	collab	Single User Project	コラボレーション機能を無効化	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用済	Motoliiのsingle-writer Document設計そのものが唯一のモードであり、Single User Projectは常に真(裁定2/46/107)	B12		S
344	color	Active Playhead	アクティブプレイヘッド	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
345	color	Add Version	Command+Y	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
346	color	AI color correction	AI自動色調補正	0	0	0	1	1	1:0:0:0	公式		採用予定	自動色調補正は既存素材の解析ベース補正(Bake/Filter経路)であり生成系ではない。基本色補正の一種	B05		S
347	color	Append Node Graph	ノードグラフを追加	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
348	color	Append Node to Selected Clips	選択クリップへノード追加	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
349	color	Apply Grade	グレード適用	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
350	color	Apply Grade From One Clip Prior	1つ前のクリップからグレード適用	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
351	color	Apply Grade From One Clip Prior	=(equals)	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
352	color	Apply Grade From Two Clip Prior	-(minus)	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
353	color	Apply Grade From Two Clips Prior	2つ前のクリップからグレード適用	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
354	color	Auto Color	オートカラー	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	基本的な色補正effectとして採用予定側(グレーディングスイートの深部機能ではない)(Auto Color)	B05		S
355	color	Auto Color	Option+A	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定	基本的な色補正effectとして採用予定側(グレーディングスイートの深部機能ではない)(Auto Color)	B05		S
356	color	Bypass All Grades	Shift+D	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
357	color	Bypass Color and Fusion	Color/Fusionバイパス	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
358	color	Classic Color Burn	焼き込みカラー(クラシック)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Lottie 0..15に無いAE/Photoshop拡張blend variant。不採用決定なし、後回しの位置づけ(裁定67「Add/HardMixは後回し」と同型)	B05		S
359	color	Classic Color Dodge	覆い焼きカラー(クラシック)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Lottie 0..15に無いAE/Photoshop拡張blend variant。不採用決定なし、後回しの位置づけ(裁定67「Add/HardMixは後回し」と同型)	B05		S
360	color	Color	カラー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	next/core/motolii-store/src/attrs.rs の BlendMode enum に実装済み(裁定67 Lottie 0..15)(Color=BlendMode::Color)	B05		S
361	color	Color Burn	焼き込みカラー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	next/core/motolii-store/src/attrs.rs の BlendMode enum に実装済み(裁定67 Lottie 0..15)(Color Burn=BlendMode::ColorBurn) / BL3(2026-08-22)で compositor/engine 配線まで完了(enum 存在だけでなく実描画、merge 118cdbf4)	B05		S
362	color	Color Dodge	覆い焼きカラー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	next/core/motolii-store/src/attrs.rs の BlendMode enum に実装済み(裁定67 Lottie 0..15)(Color Dodge=BlendMode::ColorDodge) / BL3(2026-08-22)で compositor/engine 配線まで完了(enum 存在だけでなく実描画、merge 118cdbf4)	B05		S
363	color	Color Overlay	カラーオーバーレイ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	レイヤースタイルは裁定71で全部不採用(effectと同じ画の正本が2つになるため)			
364	color	Darker Color	カラー比較(暗)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Lottie 0..15に無いAE/Photoshop拡張blend variant。不採用決定なし、後回しの位置づけ(裁定67「Add/HardMixは後回し」と同型)	B05		S
365	color	Default Version	Command+U	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
366	color	Dolby Vision	Dolby Visionライセンス/設定ファイル読み込み	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
367	color	Dolby Vision	Dolby Visionトリムメタデータのコピー&ペースト	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
368	color	Dolby Vision	Dolby Visionグレーディング	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
369	color	Full Printer Light	フルプリンターライト	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
370	color	Grab Still	スティル取得	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
371	color	Grade Version	グレードバージョン管理	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
372	color	Half Printer Light	ハーフプリンターライト	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
373	color	HDR Vivid	HDR Vividグレーディング	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
374	color	HDR10+	HDR10+グレーディング	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
375	color	Lighter Color	カラー比較(明)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Lottie 0..15に無いAE/Photoshop拡張blend variant。不採用決定なし、後回しの位置づけ(裁定67「Add/HardMixは後回し」と同型)	B05		S
376	color	Load Memory A-H(grouped, pattern)	Command+1..Command+8	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
377	color	Memories	メモリバンク	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
378	color	Next Still	次のスティル	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
379	color	Next Version	Command+N	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
380	color	Nodes	ノードサブメニュー	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
381	color	Original Memory	オリジナルメモリ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
382	color	Original Memory	Option+Shift+O	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
383	color	Play Still	スティル再生	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
384	color	Presets	グレードプリセット	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
385	color	Preview Memory	プレビューメモリ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
386	color	Preview Memory	Option+Shift+P	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
387	color	Previous Still	前のスティル	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
388	color	Previous Version	Command+B	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
389	color	Primaries/Log Color Wheels	Option+Z	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		拡張	裁定193: vism圏(色補正スイート=Lumetri級)— 単発の色調整ではなく専用グレーディング/スコープ機構一式が要る専門機能でコアの範囲外。継ぎ目=将来のcolor providerプラグイン	B05		S
390	color	Printer Light Hotkeys	プリンターライトホットキー	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
391	color	Printer Light Hotkeys	Option+Command+`	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
392	color	Quarter Printer Light	クォータープリンターライト	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
393	color	Render Cache Color Output	Color出力をレンダーキャッシュ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
394	color	Reset	グレードリセット	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
395	color	Reset All Grades and Nodes	Command+Home	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
396	color	Reset Grades and Keep Nodes	Shift+Command+Home	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
397	color	Reset Selected Node Grade	Shift+Home	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
398	color	Resolve Live	Resolve Live連携	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
399	color	Resolve Live Freeze	Shift+Command+R	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
400	color	Resolve Live On/Off	Command+R	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
401	color	Resolve Live Snapshot	Option+Command+R	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)	out-of-domain?	不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
402	color	Ripple Node Changes to Current Group	ノード変更を現在グループへリップル	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
403	color	Ripple Node Changes to Selected Clips	ノード変更を選択クリップへリップル	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
404	color	Save Memory A-H(grouped, pattern)	Option+1..Option+8	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
405	color	Select Clips With Clip Color	クリップ色でクリップ選択	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	クリップ/フラグ/マーカー色によるクリップ選択・ラベル色設定は一般的な整理機能。label_color系の拡張として採用予定	B31	tag-attr+color-editor	M
406	color	Select Clips With Flag Color	フラグ色でクリップ選択	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	クリップ/フラグ/マーカー色によるクリップ選択・ラベル色設定は一般的な整理機能。label_color系の拡張として採用予定	B31	tag-attr+color-editor	M
407	color	Select Clips With Marker Color	マーカー色でクリップ選択	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	クリップ/フラグ/マーカー色によるクリップ選択・ラベル色設定は一般的な整理機能。label_color系の拡張として採用予定	B31	tag-attr+color-editor	M
408	color	Set Clip Color	クリップ色設定	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	クリップ/フラグ/マーカー色によるクリップ選択・ラベル色設定は一般的な整理機能。label_color系の拡張として採用予定	B05	tag-attr+color-editor	M
409	color	Set foreground to average color under pointer	ポインタ周辺の平均色を前景色に	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	スポイト/前景背景色入替は一般的なペイントツール機能。除外根拠なし	B05		S
410	color	Set foreground to color under pointer	ポインタ下の色を前景色に	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	スポイト/前景背景色入替は一般的なペイントツール機能。除外根拠なし	B05		S
411	color	Show alpha boundary in Layer panel	Layerパネルでアルファ境界表示	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	アルファ/チャンネル表示・マット確認は一般的な診断可視化機能。除外根拠なし	B05		M
412	color	Show alpha overlay in Layer panel	Layerパネルでアルファオーバーレイ表示	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	アルファ/チャンネル表示・マット確認は一般的な診断可視化機能。除外根拠なし	B05		M
413	color	Show colorized red, green, or blue channel	各チャンネルを色付き表示	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	アルファ/チャンネル表示・マット確認は一般的な診断可視化機能。除外根拠なし	B05		S
414	color	Show red, green, blue, or alpha channel as grayscale	各チャンネルをグレースケール表示	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	アルファ/チャンネル表示・マット確認は一般的な診断可視化機能。除外根拠なし	B05		S
415	color	Show Refine Edge X-ray	エッジ調整X線表示	1	0	0	0	1	0:1:0:0	公式(Adobe)		拡張	裁定193+裁定153: vism圏(個別エフェクト群)— Glow(vism第1号)と同型の単発専門エフェクト/アルゴリズムで、裁定153のeffect provider経路(compositor内layer単位オフスクリーンパス)で後から載せる。コアはeffect適用UIの器のみ持つ	B05		S
416	color	Step Timeline Wipe	タイムラインワイプを段階送り	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	カラーグレーディングスイート級(Resolveノードカラーページの版管理/ノード操作そのもの)。領域外(裁定154/155の除外基準)			
417	color	Stop Tracking	Option+Command+T	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
418	color	Swap paint background and foreground colors	背景色と前景色を入替	1	0	0	0	1	0:1:0:0	公式(Adobe)		拡張	裁定175: ペイント族(既存9行=989/1023/1374/1427-1430/1468/1519/1523と同族、拾い漏れ分)— vism抽象化候補・拡張として戸を残す(コア完成後・L8/L9継ぎ目候補)	B05		S
419	color	Toggle showing straight RGB color	ストレートRGB表示切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	straight/premultiplied alpha表示切替は診断UI。除外根拠なし	B05		S
420	color	Track Forward	Command+T	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
421	color	Track One Frame Forward	Option+Right Arrow	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
422	color	Track One Frame Reverse	Option+Left Arrow	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
423	color	Track Reverse	Option+T	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		不採用	製品固有の深部機能(Fairlight/Dolby Vision/HDR規格/プロ入出力設定等)。領域外。Tracker/Resolve Live/Dolby Vision/HDR10+/printer light等			
