# Browser-behavior acceptance oracle for every product panel in docked and detached windows.
# status: PASS = the pinned HTML/Blitz path is sufficient and present; ADAPTER = Motolii must map browser behavior to product meaning; N_A = the operation has no product meaning (reason is mandatory).
# implementation: CLOSED_TEST = exercised by a focused test; CLOSED_STATIC = present in the current source path; PARTIAL = only part of the acceptance exists; REQUIRED = no complete implementation is present; NONE_BY_DESIGN = deliberately absent.
# ADAPTER is a responsibility classification, not a completion claim; only CLOSED_TEST or CLOSED_STATIC is closed. For an N_A row, REQUIRED means the key/event still needs a scope guard so it cannot leak into another panel's meaning.
# HTML and Pointer Events define the browser/platform baseline; APG defines authored composite-widget keyboard and accessibility behavior; PRODUCT defines the editor-specific commit and Undo meaning.
# sources: APG_GRID=https://www.w3.org/WAI/ARIA/apg/patterns/grid/; APG_TABS=https://www.w3.org/WAI/ARIA/apg/patterns/tabs/; APG_MENU=https://www.w3.org/WAI/ARIA/apg/patterns/menubar/; APG_KEYS=https://www.w3.org/WAI/ARIA/apg/practices/keyboard-interface/; POINTER=https://www.w3.org/TR/pointerevents/; HTML=https://html.spec.whatwg.org/multipage/interaction.html; REDUCED=https://www.w3.org/WAI/WCAG21/Techniques/css/C39.html; PRODUCT=docs/ui-interaction-language.md
# reconciled: 2026-09-05; implementations share panel_body across docked/detached roots; CLOSED_TEST may name one representative shared-path regression.
id	surface	window_mode	interaction	status	implementation	oracle	acceptance	evidence_or_gap
BO-0106	Effects	detached	shift_click_range	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	Shift-click replaces with the contiguous anchor-to-target range; primary-modifier plus Shift adds that range.	ui/browser_selection.rs collection tests plus shared SemanticButton card wiring
BO-0107	Effects	detached	shift_arrow_range	ADAPTER	CLOSED_TEST	APG_GRID	Shift plus an arrow moves the active end and replaces the range between it and the stable anchor.	browser_selection stable-anchor tests plus semantic_menu spatial-focus resize test
BO-0108	Effects	detached	marquee_range	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	A visible Select mode may drag a rectangle over result cards; plain replaces and primary-modifier adds.	ui/browser.rs pointer-owned marquee adapter plus browser_selection replace/add test
BO-0109	Effects	detached	cmd_a	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	Cmd/Ctrl+A is consumed by this Browser scope: all visible filtered cards for multi-select catalogs, or the active/first card for single-choice catalogs.	gui browser_keyboard_navigation_search_and_local_shortcuts_stay_in_the_active_face
BO-0110	Effects	detached	escape	ADAPTER	CLOSED_TEST	APG_KEYS+PRODUCT	Escape clears only the active Browser scope after closing any inner editor or popup; it must not clear artwork first.	gui Browser search Escape restores result focus; result Escape clears only Browser scope
BO-0111	Effects	detached	delete	N_A	CLOSED_STATIC	APG_GRID+PRODUCT	Effects catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.	Effects catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.
BO-0112	Effects	detached	enter_activation	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Enter commits the active card once; Media places, Effects attaches the selected set without duplicates, Create creates centrally, and Colors applies to the focused color target.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0113	Effects	detached	double_click_activation	ADAPTER	CLOSED_STATIC	PRODUCT	Double-click first makes the card active and then performs the same one-shot commit as Enter.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0114	Effects	detached	arrow_navigation	ADAPTER	CLOSED_TEST	APG_GRID	Arrows move active card focus in stable visible order, update selection, and reveal the new card without committing.	gui Browser grid arrow test plus semantic_menu rendered-geometry neighbor test
BO-0115	Effects	detached	home_end	ADAPTER	CLOSED_TEST	APG_GRID	Home and End focus/select the first and last visible result without committing and reveal it.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0116	Effects	detached	tab_forward	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the next visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation and real semantic controls
BO-0117	Effects	detached	shift_tab	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the previous visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation; gui shift_tab_goes_back test
BO-0118	Effects	detached	wheel_scroll	PASS	CLOSED_STATIC	HTML	Wheel and trackpad scroll the nearest Browser results scroller; nested scrolling chains only at its boundary.	ui/styles.css .bresults overflow-y:auto and pinned Blitz scroll container
BO-0119	Effects	detached	keyboard_scroll	ADAPTER	CLOSED_TEST	APG_GRID	PageUp/PageDown and arrow focus movement reveal results; wheel-independent keyboard reachability remains available.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0120	Effects	detached	focus_reveal	ADAPTER	CLOSED_TEST	APG_GRID+APG_KEYS	Every keyboard-selected card receives DOM focus and scrolls to nearest visible position.	gui Browser focus/search return test and semantic_menu focus_and_reveal
BO-0121	Effects	detached	outside_click	N_A	NONE_BY_DESIGN	PRODUCT	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.
BO-0122	Effects	detached	outside_release	ADAPTER	CLOSED_TEST	POINTER+HTML	A discrete card activates only when the same primary pointer presses and releases the same enabled card; leaving cancels activation.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0123	Effects	detached	pointer_cancel	ADAPTER	CLOSED_TEST	POINTER	pointercancel clears an armed card press without click, commit, selection mutation, or stuck active styling.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0124	Effects	detached	focus_loss	ADAPTER	CLOSED_STATIC	APG_KEYS+PRODUCT	Window focus loss clears held modifier state and transient presses while preserving stable Browser selection.	ui/host.rs focus_lost plus keymap::forget_modifiers; Session Browser selection persists
BO-0125	Effects	detached	multi_pointer_identity	ADAPTER	CLOSED_TEST	POINTER	Each direct or discrete interaction is owned by one pointerId and isPrimary; other pointers cannot move terminate or synthesize its click.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0126	Effects	detached	click_target_integrity	ADAPTER	CLOSED_TEST	POINTER+HTML	A click is dispatched only when a valid primary down/up sequence belongs to the same enabled activation target.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0127	Effects	detached	cmd_undo_redo	ADAPTER	CLOSED_TEST	PRODUCT	Cmd/Ctrl+Z and Shift+Cmd/Ctrl+Z cancel transient preview first and move exactly one Document history step; a text editor owns its local editing history.	ui/commands.rs preflight and gui repeated undo/redo tests
BO-0128	Effects	detached	cmd_duplicate	N_A	NONE_BY_DESIGN	PRODUCT	Effects catalog candidates are references or built-ins; Cmd/Ctrl+D must be consumed locally so it cannot duplicate a hidden artwork selection.	browser_key consumes unsupported catalog Duplicate locally and reports it without touching artwork
BO-0129	Effects	detached	cmd_cut_copy_paste	N_A	NONE_BY_DESIGN	HTML+PRODUCT	Text search uses native Cut Copy Paste. Catalog cards have no document-copy meaning, so Cmd/Ctrl+C X V are consumed locally and never act on hidden artwork.	Native search input owns text clipboard; catalog focus consumes C/X/V locally with an unavailable notice so hidden artwork cannot change
BO-0130	Effects	detached	cmd_find	ADAPTER	CLOSED_TEST	HTML+PRODUCT	Cmd/Ctrl+F focuses the shared Browser search field; Escape returns to results without clearing artwork.	gui Browser Cmd+F, typing, Escape and result-focus restoration test
BO-0131	Effects	detached	resize_reflow	ADAPTER	CLOSED_STATIC	HTML+REDUCED	Cards reflow at actual panel width; a short opacity/scale cue runs on resize and splitter movement, and reduces to zero motion.	ui/host.rs wake_all plus ui/styles.css browser-grid-reflow
BO-0132	Effects	detached	reduced_motion	ADAPTER	CLOSED_TEST	REDUCED	The platform reduce-motion preference sets all decorative UI motion durations to zero while playback scrub and direct data motion remain functional.	ui/tokens.rs system_prefers_reduced_motion and token tests; applied in main and detached roots
BO-0133	Effects	detached	focus_visible	ADAPTER	CLOSED_STATIC	APG_KEYS	Every keyboard-focusable control has a visible focus indicator; :focus fallback covers pinned Blitz lacking :focus-visible.	ui/styles.css focus-visible plus focus fallback selectors
BO-0134	Effects	detached	ax_semantics	ADAPTER	CLOSED_STATIC	APG_GRID	Results expose one named grid/list composite, one roving tab stop, item position, active focus and selected state to assistive technology.	named role=grid/gridcell, aria-selected, aria-posinset/setsize and one roving tabindex are emitted for every Browser face
BO-0135	Effects	detached	ax_actions	ADAPTER	CLOSED_TEST	APG_KEYS	AccessKit Click Focus and Blur invoke the same semantic button and selection paths as keyboard activation.	keys::act routes AccessKit actions through SemanticButton pointer/keyboard paths; access mapping and GUI proxy tests
BO-0136	Effects	detached	context_menu	N_A	NONE_BY_DESIGN	PRODUCT	Effects has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.	Effects has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.
BO-0137	Create	docked	window_state_identity	ADAPTER	CLOSED_STATIC	PRODUCT	The same Document selection and panel semantic state survive dock detach reattach and sibling-window edits.	ui/session.rs Session plus ui/app.rs panel_body and wire_windows
BO-0138	Create	docked	single_click_selection	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	A primary click selects only the card and previews it; it does not commit artwork.	ui/browser_selection.rs collection tests plus shared SemanticButton card wiring
BO-0139	Create	docked	cmd_click_toggle	N_A	CLOSED_STATIC	PRODUCT	Create is a single-choice catalog; additive card selection would create an ambiguous commit target.	Create is a single-choice catalog; additive card selection would create an ambiguous commit target.
BO-0140	Create	docked	shift_click_range	N_A	CLOSED_STATIC	PRODUCT	Create has exactly one active candidate for commit; a contiguous multi-range has no product meaning.	Create has exactly one active candidate for commit; a contiguous multi-range has no product meaning.
BO-0141	Create	docked	shift_arrow_range	N_A	CLOSED_STATIC	PRODUCT	Create is single-choice; arrows move the active card without constructing a multi-range.	Create is single-choice; arrows move the active card without constructing a multi-range.
BO-0142	Create	docked	marquee_range	N_A	NONE_BY_DESIGN	PRODUCT	Create is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.	Create is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.
BO-0143	Create	docked	cmd_a	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	Cmd/Ctrl+A is consumed by this Browser scope: all visible filtered cards for multi-select catalogs, or the active/first card for single-choice catalogs.	gui browser_keyboard_navigation_search_and_local_shortcuts_stay_in_the_active_face
BO-0144	Create	docked	escape	ADAPTER	CLOSED_TEST	APG_KEYS+PRODUCT	Escape clears only the active Browser scope after closing any inner editor or popup; it must not clear artwork first.	gui Browser search Escape restores result focus; result Escape clears only Browser scope
BO-0145	Create	docked	delete	N_A	NONE_BY_DESIGN	APG_GRID+PRODUCT	Create catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.	ui/browser.rs consumes Delete locally and reports unavailable; artwork selection is untouched
BO-0146	Create	docked	enter_activation	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Enter commits the active card once; Media places, Effects attaches the selected set without duplicates, Create creates centrally, and Colors applies to the focused color target.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0147	Create	docked	double_click_activation	ADAPTER	CLOSED_STATIC	PRODUCT	Double-click first makes the card active and then performs the same one-shot commit as Enter.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0148	Create	docked	arrow_navigation	ADAPTER	CLOSED_TEST	APG_GRID	Arrows move active card focus in stable visible order, update selection, and reveal the new card without committing.	gui Browser grid arrow test plus semantic_menu rendered-geometry neighbor test
BO-0149	Create	docked	home_end	ADAPTER	CLOSED_TEST	APG_GRID	Home and End focus/select the first and last visible result without committing and reveal it.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0150	Create	docked	tab_forward	PASS	CLOSED_TEST	HTML+APG_KEYS	Tab order moves to the next visible enabled focusable control; the active dock tab is one roving stop and hidden content is skipped.	pinned Blitz sequential focus navigation and real semantic controls
BO-0151	Create	docked	shift_tab	PASS	CLOSED_TEST	HTML+APG_KEYS	Tab order moves to the previous visible enabled focusable control; the active dock tab is one roving stop and hidden content is skipped.	pinned Blitz sequential focus navigation; gui shift_tab_goes_back test
BO-0152	Create	docked	wheel_scroll	PASS	CLOSED_STATIC	HTML	Wheel and trackpad scroll the nearest Browser results scroller; nested scrolling chains only at its boundary.	ui/styles.css .bresults overflow-y:auto and pinned Blitz scroll container
BO-0153	Create	docked	keyboard_scroll	ADAPTER	CLOSED_TEST	APG_GRID	PageUp/PageDown and arrow focus movement reveal results; wheel-independent keyboard reachability remains available.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0154	Create	docked	focus_reveal	ADAPTER	CLOSED_TEST	APG_GRID+APG_KEYS	Every keyboard-selected card receives DOM focus and scrolls to nearest visible position.	gui Browser focus/search return test and semantic_menu focus_and_reveal
BO-0155	Create	docked	outside_click	N_A	NONE_BY_DESIGN	PRODUCT	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.
BO-0156	Create	docked	outside_release	ADAPTER	CLOSED_TEST	POINTER+HTML	A discrete card activates only when the same primary pointer presses and releases the same enabled card; leaving cancels activation.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0157	Create	docked	pointer_cancel	ADAPTER	CLOSED_TEST	POINTER	pointercancel clears an armed card press without click, commit, selection mutation, or stuck active styling.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0158	Create	docked	focus_loss	ADAPTER	CLOSED_STATIC	APG_KEYS+PRODUCT	Window focus loss clears held modifier state and transient presses while preserving stable Browser selection.	ui/host.rs focus_lost plus keymap::forget_modifiers; Session Browser selection persists
BO-0159	Create	docked	multi_pointer_identity	ADAPTER	CLOSED_TEST	POINTER	Each direct or discrete interaction is owned by one pointerId and isPrimary; other pointers cannot move terminate or synthesize its click.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0160	Create	docked	click_target_integrity	ADAPTER	CLOSED_TEST	POINTER+HTML	A click is dispatched only when a valid primary down/up sequence belongs to the same enabled activation target.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0161	Create	docked	cmd_undo_redo	ADAPTER	CLOSED_TEST	PRODUCT	Cmd/Ctrl+Z and Shift+Cmd/Ctrl+Z cancel transient preview first and move exactly one Document history step; a text editor owns its local editing history.	ui/commands.rs preflight and gui repeated undo/redo tests
BO-0162	Create	docked	cmd_duplicate	N_A	NONE_BY_DESIGN	PRODUCT	Create catalog candidates are references or built-ins; Cmd/Ctrl+D must be consumed locally so it cannot duplicate a hidden artwork selection.	browser_key consumes unsupported catalog Duplicate locally and reports it without touching artwork
BO-0163	Create	docked	cmd_cut_copy_paste	N_A	NONE_BY_DESIGN	HTML+PRODUCT	Text search uses native Cut Copy Paste. Catalog cards have no document-copy meaning, so Cmd/Ctrl+C X V are consumed locally and never act on hidden artwork.	Native search input owns text clipboard; catalog focus consumes C/X/V locally with an unavailable notice so hidden artwork cannot change
BO-0164	Create	docked	cmd_find	ADAPTER	CLOSED_TEST	HTML+PRODUCT	Cmd/Ctrl+F focuses the shared Browser search field; Escape returns to results without clearing artwork.	gui Browser Cmd+F, typing, Escape and result-focus restoration test
BO-0165	Create	docked	resize_reflow	ADAPTER	CLOSED_STATIC	HTML+REDUCED	Cards reflow at actual panel width; a short opacity/scale cue runs on resize and splitter movement, and reduces to zero motion.	ui/host.rs wake_all plus ui/styles.css browser-grid-reflow
BO-0166	Create	docked	reduced_motion	ADAPTER	CLOSED_TEST	REDUCED	The platform reduce-motion preference sets all decorative UI motion durations to zero while playback scrub and direct data motion remain functional.	ui/tokens.rs system_prefers_reduced_motion and token tests; applied in main and detached roots
BO-0167	Create	docked	focus_visible	ADAPTER	CLOSED_STATIC	APG_KEYS	Every keyboard-focusable control has a visible focus indicator; :focus fallback covers pinned Blitz lacking :focus-visible.	ui/styles.css focus-visible plus focus fallback selectors
BO-0168	Create	docked	ax_semantics	ADAPTER	CLOSED_STATIC	APG_GRID	Results expose one named grid/list composite, one roving tab stop, item position, active focus and selected state to assistive technology.	named role=grid/gridcell, aria-selected, aria-posinset/setsize and one roving tabindex are emitted for every Browser face
BO-0169	Create	docked	ax_actions	ADAPTER	CLOSED_TEST	APG_KEYS	AccessKit Click Focus and Blur invoke the same semantic button and selection paths as keyboard activation.	keys::act routes AccessKit actions through SemanticButton pointer/keyboard paths; access mapping and GUI proxy tests
BO-0170	Create	docked	context_menu	N_A	NONE_BY_DESIGN	PRODUCT	Create has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.	Create has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.
BO-0171	Create	detached	window_state_identity	ADAPTER	CLOSED_STATIC	PRODUCT	The same Document selection and panel semantic state survive dock detach reattach and sibling-window edits.	ui/session.rs Session plus ui/app.rs panel_body and wire_windows
BO-0172	Create	detached	single_click_selection	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	A primary click selects only the card and previews it; it does not commit artwork.	ui/browser_selection.rs collection tests plus shared SemanticButton card wiring
BO-0173	Create	detached	cmd_click_toggle	N_A	CLOSED_STATIC	PRODUCT	Create is a single-choice catalog; additive card selection would create an ambiguous commit target.	Create is a single-choice catalog; additive card selection would create an ambiguous commit target.
BO-0174	Create	detached	shift_click_range	N_A	CLOSED_STATIC	PRODUCT	Create has exactly one active candidate for commit; a contiguous multi-range has no product meaning.	Create has exactly one active candidate for commit; a contiguous multi-range has no product meaning.
BO-0175	Create	detached	shift_arrow_range	N_A	CLOSED_STATIC	PRODUCT	Create is single-choice; arrows move the active card without constructing a multi-range.	Create is single-choice; arrows move the active card without constructing a multi-range.
BO-0176	Create	detached	marquee_range	N_A	NONE_BY_DESIGN	PRODUCT	Create is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.	Create is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.
BO-0177	Create	detached	cmd_a	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	Cmd/Ctrl+A is consumed by this Browser scope: all visible filtered cards for multi-select catalogs, or the active/first card for single-choice catalogs.	gui browser_keyboard_navigation_search_and_local_shortcuts_stay_in_the_active_face
BO-0178	Create	detached	escape	ADAPTER	CLOSED_TEST	APG_KEYS+PRODUCT	Escape clears only the active Browser scope after closing any inner editor or popup; it must not clear artwork first.	gui Browser search Escape restores result focus; result Escape clears only Browser scope
BO-0179	Create	detached	delete	N_A	NONE_BY_DESIGN	APG_GRID+PRODUCT	Create catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.	ui/browser.rs consumes Delete locally and reports unavailable; artwork selection is untouched
BO-0180	Create	detached	enter_activation	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Enter commits the active card once; Media places, Effects attaches the selected set without duplicates, Create creates centrally, and Colors applies to the focused color target.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0181	Create	detached	double_click_activation	ADAPTER	CLOSED_STATIC	PRODUCT	Double-click first makes the card active and then performs the same one-shot commit as Enter.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0182	Create	detached	arrow_navigation	ADAPTER	CLOSED_TEST	APG_GRID	Arrows move active card focus in stable visible order, update selection, and reveal the new card without committing.	gui Browser grid arrow test plus semantic_menu rendered-geometry neighbor test
BO-0183	Create	detached	home_end	ADAPTER	CLOSED_TEST	APG_GRID	Home and End focus/select the first and last visible result without committing and reveal it.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0184	Create	detached	tab_forward	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the next visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation and real semantic controls
BO-0185	Create	detached	shift_tab	PASS	CLOSED_STATIC	HTML+APG_KEYS	Tab order moves to the previous visible enabled focusable control in the single-panel window; hidden content and the absent dock strip are skipped.	pinned Blitz sequential focus navigation; gui shift_tab_goes_back test
BO-0186	Create	detached	wheel_scroll	PASS	CLOSED_STATIC	HTML	Wheel and trackpad scroll the nearest Browser results scroller; nested scrolling chains only at its boundary.	ui/styles.css .bresults overflow-y:auto and pinned Blitz scroll container
BO-0187	Create	detached	keyboard_scroll	ADAPTER	CLOSED_TEST	APG_GRID	PageUp/PageDown and arrow focus movement reveal results; wheel-independent keyboard reachability remains available.	browser_selection Home End Page tests and FocusableItems reveal path
BO-0188	Create	detached	focus_reveal	ADAPTER	CLOSED_TEST	APG_GRID+APG_KEYS	Every keyboard-selected card receives DOM focus and scrolls to nearest visible position.	gui Browser focus/search return test and semantic_menu focus_and_reveal
BO-0189	Create	detached	outside_click	N_A	NONE_BY_DESIGN	PRODUCT	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.	Browser card selection persists when another control is clicked; there is no modal Browser overlay to dismiss.
BO-0190	Create	detached	outside_release	ADAPTER	CLOSED_TEST	POINTER+HTML	A discrete card activates only when the same primary pointer presses and releases the same enabled card; leaving cancels activation.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0191	Create	detached	pointer_cancel	ADAPTER	CLOSED_TEST	POINTER	pointercancel clears an armed card press without click, commit, selection mutation, or stuck active styling.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0192	Create	detached	focus_loss	ADAPTER	CLOSED_STATIC	APG_KEYS+PRODUCT	Window focus loss clears held modifier state and transient presses while preserving stable Browser selection.	ui/host.rs focus_lost plus keymap::forget_modifiers; Session Browser selection persists
BO-0193	Create	detached	multi_pointer_identity	ADAPTER	CLOSED_TEST	POINTER	Each direct or discrete interaction is owned by one pointerId and isPrimary; other pointers cannot move terminate or synthesize its click.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0194	Create	detached	click_target_integrity	ADAPTER	CLOSED_TEST	POINTER+HTML	A click is dispatched only when a valid primary down/up sequence belongs to the same enabled activation target.	SemanticButton owns pointer type/id and requires same primary down/up; pointercancel clears armed state; shared cross-target regression tests
BO-0195	Create	detached	cmd_undo_redo	ADAPTER	CLOSED_TEST	PRODUCT	Cmd/Ctrl+Z and Shift+Cmd/Ctrl+Z cancel transient preview first and move exactly one Document history step; a text editor owns its local editing history.	ui/commands.rs preflight and gui repeated undo/redo tests
BO-0196	Create	detached	cmd_duplicate	N_A	NONE_BY_DESIGN	PRODUCT	Create catalog candidates are references or built-ins; Cmd/Ctrl+D must be consumed locally so it cannot duplicate a hidden artwork selection.	browser_key consumes unsupported catalog Duplicate locally and reports it without touching artwork
BO-0197	Create	detached	cmd_cut_copy_paste	N_A	NONE_BY_DESIGN	HTML+PRODUCT	Text search uses native Cut Copy Paste. Catalog cards have no document-copy meaning, so Cmd/Ctrl+C X V are consumed locally and never act on hidden artwork.	Native search input owns text clipboard; catalog focus consumes C/X/V locally with an unavailable notice so hidden artwork cannot change
BO-0198	Create	detached	cmd_find	ADAPTER	CLOSED_TEST	HTML+PRODUCT	Cmd/Ctrl+F focuses the shared Browser search field; Escape returns to results without clearing artwork.	gui Browser Cmd+F, typing, Escape and result-focus restoration test
BO-0199	Create	detached	resize_reflow	ADAPTER	CLOSED_STATIC	HTML+REDUCED	Cards reflow at actual panel width; a short opacity/scale cue runs on resize and splitter movement, and reduces to zero motion.	ui/host.rs wake_all plus ui/styles.css browser-grid-reflow
BO-0200	Create	detached	reduced_motion	ADAPTER	CLOSED_TEST	REDUCED	The platform reduce-motion preference sets all decorative UI motion durations to zero while playback scrub and direct data motion remain functional.	ui/tokens.rs system_prefers_reduced_motion and token tests; applied in main and detached roots
BO-0201	Create	detached	focus_visible	ADAPTER	CLOSED_STATIC	APG_KEYS	Every keyboard-focusable control has a visible focus indicator; :focus fallback covers pinned Blitz lacking :focus-visible.	ui/styles.css focus-visible plus focus fallback selectors
BO-0202	Create	detached	ax_semantics	ADAPTER	CLOSED_STATIC	APG_GRID	Results expose one named grid/list composite, one roving tab stop, item position, active focus and selected state to assistive technology.	named role=grid/gridcell, aria-selected, aria-posinset/setsize and one roving tabindex are emitted for every Browser face
BO-0203	Create	detached	ax_actions	ADAPTER	CLOSED_TEST	APG_KEYS	AccessKit Click Focus and Blur invoke the same semantic button and selection paths as keyboard activation.	keys::act routes AccessKit actions through SemanticButton pointer/keyboard paths; access mapping and GUI proxy tests
BO-0204	Create	detached	context_menu	N_A	NONE_BY_DESIGN	PRODUCT	Create has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.	Create has no accepted item-specific secondary menu; its available operations remain explicit controls or editors.
BO-0205	Colors	docked	window_state_identity	ADAPTER	CLOSED_STATIC	PRODUCT	The same Document selection and panel semantic state survive dock detach reattach and sibling-window edits.	ui/session.rs Session plus ui/app.rs panel_body and wire_windows
BO-0206	Colors	docked	single_click_selection	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	A primary click selects only the card and previews it; it does not commit artwork.	ui/browser_selection.rs collection tests plus shared SemanticButton card wiring
BO-0207	Colors	docked	cmd_click_toggle	N_A	CLOSED_STATIC	PRODUCT	Colors is a single-choice catalog; additive card selection would create an ambiguous commit target.	Colors is a single-choice catalog; additive card selection would create an ambiguous commit target.
BO-0208	Colors	docked	shift_click_range	N_A	CLOSED_STATIC	PRODUCT	Colors has exactly one active candidate for commit; a contiguous multi-range has no product meaning.	Colors has exactly one active candidate for commit; a contiguous multi-range has no product meaning.
BO-0209	Colors	docked	shift_arrow_range	N_A	CLOSED_STATIC	PRODUCT	Colors is single-choice; arrows move the active card without constructing a multi-range.	Colors is single-choice; arrows move the active card without constructing a multi-range.
BO-0210	Colors	docked	marquee_range	N_A	NONE_BY_DESIGN	PRODUCT	Colors is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.	Colors is single-choice, so a rectangular multi-selection would not have a deterministic commit meaning.
BO-0211	Colors	docked	cmd_a	ADAPTER	CLOSED_TEST	APG_GRID+PRODUCT	Cmd/Ctrl+A is consumed by this Browser scope: all visible filtered cards for multi-select catalogs, or the active/first card for single-choice catalogs.	gui browser_keyboard_navigation_search_and_local_shortcuts_stay_in_the_active_face
BO-0212	Colors	docked	escape	ADAPTER	CLOSED_TEST	APG_KEYS+PRODUCT	Escape clears only the active Browser scope after closing any inner editor or popup; it must not clear artwork first.	gui Browser search Escape restores result focus; result Escape clears only Browser scope
BO-0213	Colors	docked	delete	N_A	CLOSED_STATIC	APG_GRID+PRODUCT	Colors catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.	Colors catalog entries are built-in choices rather than user-owned records; Delete must be consumed locally and leave artwork unchanged.
BO-0214	Colors	docked	enter_activation	ADAPTER	CLOSED_STATIC	APG_GRID+PRODUCT	Enter commits the active card once; Media places, Effects attaches the selected set without duplicates, Create creates centrally, and Colors applies to the focused color target.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0215	Colors	docked	double_click_activation	ADAPTER	CLOSED_STATIC	PRODUCT	Double-click first makes the card active and then performs the same one-shot commit as Enter.	ui/browser.rs all four card families select first and share typed one-shot commit functions
BO-0216	Colors	docked	arrow_navigation	ADAPTER	CLOSED_TEST	APG_GRID	Arrows move active card focus in stable visible order, update selection, and reveal the new card without committing.	gui Browser grid arrow test plus semantic_menu rendered-geometry neighbor test
BO-0217	Colors	docked	home_end	ADAPTER	CLOSED_TEST	APG_GRID	Home and End focus/select the first and last visible result without committing and reveal it.	browser_selection Home End Page tests and FocusableItems reveal path
